0 0.305466
0.016681 0.309502
0.033363 0.298231
0.050044 0.288326
0.066726 0.334471
0.083407 0.316123
0.100089 0.307375
0.11677 0.288736
0.133452 0.294836
0.150133 0.311084
0.166814 0.29261
0.183496 0.325944
0.200177 0.314836
0.216859 0.324936
0.23354 0.337574
0.250222 0.347839
0.266903 0.339081
0.283585 0.333371
0.300266 0.338357
0.316947 0.334421
0.333629 0.331781
0.35031 0.342187
0.366992 0.35171
0.383673 0.341869
0.400355 0.340614
0.417036 0.348784
0.433718 0.354891
0.450399 0.349693
0.46708 0.35448
0.483762 0.349703
0.500443 0.361
0.517125 0.343003
0.533806 0.34736
0.550488 0.371442
0.567169 0.376488
0.583851 0.408968
0.600532 0.368942
0.617213 0.402111
0.633895 0.390653
0.650576 0.372298
0.667258 0.407538
0.683939 0.41772
0.700621 0.398645
0.717302 0.395504
0.733984 0.397725
0.750665 0.424899
0.767346 0.384135
0.784028 0.401754
0.800709 0.413304
0.817391 0.387827
0.834072 0.406611
0.850754 0.417098
0.867435 0.413165
0.884117 0.415654
0.900798 0.397845
0.917479 0.394966
0.934161 0.392038
0.950842 0.42464
0.967524 0.426504
0.984205 0.409647
1.00089 0.412651
1.01757 0.424145
1.03425 0.427679
1.05093 0.423762
1.06761 0.425625
1.08429 0.437158
1.10098 0.454719
1.11766 0.43891
1.13434 0.41811
1.15102 0.415838
1.1677 0.447635
1.18438 0.444711
1.20106 0.460214
1.21775 0.436386
1.23443 0.445736
1.25111 0.450083
1.26779 0.459429
1.28447 0.456161
1.30115 0.451021
1.31783 0.417898
1.33452 0.451463
1.3512 0.470293
1.36788 0.487101
1.38456 0.467685
1.40124 0.472795
1.41792 0.476152
1.4346 0.486755
1.45129 0.452133
1.46797 0.454767
1.48465 0.448887
1.50133 0.476382
1.51801 0.486482
1.53469 0.490838
1.55137 0.457318
1.56806 0.446383
1.58474 0.477642
1.60142 0.459937
1.6181 0.477195
1.63478 0.472457
1.65146 0.484153
1.66814 0.486843
1.68483 0.509247
1.70151 0.478863
1.71819 0.464914
1.73487 0.476347
1.75155 0.494234
1.76823 0.474643
1.78491 0.485324
1.8016 0.486829
1.81828 0.476125
1.83496 0.471794
1.85164 0.489605
1.86832 0.490767
1.885 0.508571
1.90169 0.483537
1.91837 0.477924
1.93505 0.473752
1.95173 0.490922
1.96841 0.487002
1.98509 0.503433
2.00177 0.520924
2.01845 0.516196
2.03514 0.511758
2.05182 0.50541
2.0685 0.502012
2.08518 0.510843
2.10186 0.506014
2.11854 0.515355
2.13523 0.497905
2.15191 0.508294
2.16859 0.525282
2.18527 0.504858
2.20195 0.535144
2.21863 0.525007
2.23531 0.512229
2.25199 0.52065
2.26868 0.495148
2.28536 0.496534
2.30204 0.520927
2.31872 0.538858
2.3354 0.497626
2.35208 0.521662
2.36876 0.520464
2.38545 0.517704
2.40213 0.52871
